FSFA_Diffusion_Pre_nondev_010
Sample31
GC / MS DATA FILE
9/22/2011 9:04:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC
SpectrumIndex 1054 at 9.14 minutes; base peak 955.8 m/z with intensity 900; TIC = 6895	9.14	900	6895
SpectrumIndex 1055 at 9.14 minutes; base peak 954.8 m/z with intensity 898; TIC = 6855	9.14	898	6855
SpectrumIndex 1056 at 9.15 minutes; base peak 955.35 m/z with intensity 1698; TIC = 6437	9.15	1698	6437
SpectrumIndex 1057 at 9.15 minutes; base peak 955.05 m/z with intensity 898; TIC = 6895	9.15	898	6895
SpectrumIndex 1058 at 9.15 minutes; base peak 958.8 m/z with intensity 898; TIC = 6371	9.15	898	6371
SpectrumIndex 1059 at 9.16 minutes; base peak 949.45 m/z with intensity 898; TIC = 5537	9.16	898	5537
SpectrumIndex 1060 at 9.16 minutes; base peak 957.1 m/z with intensity 1136; TIC = 7529	9.16	1136	7529
SpectrumIndex 1061 at 9.16 minutes; base peak 957.35 m/z with intensity 1096; TIC = 7251	9.16	1096	7251
SpectrumIndex 1062 at 9.16 minutes; base peak 953.2 m/z with intensity 900; TIC = 5539	9.16	900	5539
SpectrumIndex 1063 at 9.17 minutes; base peak 955.6 m/z with intensity 898; TIC = 6357	9.17	898	6357
SpectrumIndex 1064 at 9.17 minutes; base peak 959.3 m/z with intensity 898; TIC = 6899	9.17	898	6899
SpectrumIndex 1065 at 9.17 minutes; base peak 954.75 m/z with intensity 898; TIC = 5541	9.17	898	5541
SpectrumIndex 1066 at 9.18 minutes; base peak 950.65 m/z with intensity 1456; TIC = 6985	9.18	1456	6985
SpectrumIndex 1067 at 9.18 minutes; base peak 959.05 m/z with intensity 898; TIC = 6081	9.18	898	6081
SpectrumIndex 1068 at 9.18 minutes; base peak 951.3 m/z with intensity 898; TIC = 6357	9.18	898	6357
SpectrumIndex 1069 at 9.18 minutes; base peak 952.55 m/z with intensity 896; TIC = 5539	9.18	896	5539
SpectrumIndex 1070 at 9.19 minutes; base peak 958.75 m/z with intensity 1094; TIC = 7799	9.19	1094	7799
SpectrumIndex 1071 at 9.19 minutes; base peak 950.15 m/z with intensity 1134; TIC = 7255	9.19	1134	7255
SpectrumIndex 1072 at 9.19 minutes; base peak 951.4 m/z with intensity 2098; TIC = 11885	9.19	2098	11885
SpectrumIndex 1073 at 9.20 minutes; base peak 968.95 m/z with intensity 2096; TIC = 9633	9.20	2096	9633
SpectrumIndex 1074 at 9.20 minutes; base peak 951.45 m/z with intensity 2100; TIC = 11285	9.20	2100	11285
SpectrumIndex 1075 at 9.20 minutes; base peak 957.9 m/z with intensity 2098; TIC = 14947	9.20	2098	14947
SpectrumIndex 1076 at 9.20 minutes; base peak 958.45 m/z with intensity 2096; TIC = 12287	9.20	2096	12287
SpectrumIndex 1077 at 9.21 minutes; base peak 954.55 m/z with intensity 2100; TIC = 12619	9.21	2100	12619
SpectrumIndex 1078 at 9.21 minutes; base peak 953.55 m/z with intensity 2096; TIC = 14701	9.21	2096	14701
SpectrumIndex 1079 at 9.21 minutes; base peak 957.7 m/z with intensity 1458; TIC = 13121	9.21	1458	13121
SpectrumIndex 1080 at 9.22 minutes; base peak 947.35 m/z with intensity 2094; TIC = 14313	9.22	2094	14313
SpectrumIndex 1081 at 9.22 minutes; base peak 954.1 m/z with intensity 2098; TIC = 14703	9.22	2098	14703
SpectrumIndex 1082 at 9.22 minutes; base peak 957.65 m/z with intensity 2096; TIC = 14917	9.22	2096	14917
SpectrumIndex 1083 at 9.22 minutes; base peak 949.95 m/z with intensity 1458; TIC = 11711	9.22	1458	11711
SpectrumIndex 1084 at 9.23 minutes; base peak 954.7 m/z with intensity 2096; TIC = 13169	9.23	2096	13169
SpectrumIndex 1085 at 9.23 minutes; base peak 956.4 m/z with intensity 2098; TIC = 12625	9.23	2098	12625
SpectrumIndex 1086 at 9.23 minutes; base peak 958.95 m/z with intensity 2098; TIC = 15229	9.23	2098	15229
SpectrumIndex 1087 at 9.24 minutes; base peak 959.5 m/z with intensity 2096; TIC = 13171	9.24	2096	13171
SpectrumIndex 1088 at 9.24 minutes; base peak 957.4 m/z with intensity 2096; TIC = 12067	9.24	2096	12067
SpectrumIndex 1089 at 9.24 minutes; base peak 954.35 m/z with intensity 1458; TIC = 9289	9.24	1458	9289
SpectrumIndex 1090 at 9.25 minutes; base peak 955.65 m/z with intensity 1458; TIC = 10391	9.25	1458	10391
SpectrumIndex 1091 at 9.25 minutes; base peak 954.3 m/z with intensity 1198; TIC = 11651	9.25	1198	11651
SpectrumIndex 1092 at 9.25 minutes; base peak 960.9 m/z with intensity 1456; TIC = 10613	9.25	1456	10613
SpectrumIndex 1093 at 9.25 minutes; base peak 951.05 m/z with intensity 1456; TIC = 9841	9.25	1456	9841
SpectrumIndex 1094 at 9.26 minutes; base peak 951.5 m/z with intensity 1198; TIC = 10069	9.26	1198	10069
SpectrumIndex 1095 at 9.26 minutes; base peak 955.6 m/z with intensity 1198; TIC = 8387	9.26	1198	8387
SpectrumIndex 1096 at 9.26 minutes; base peak 961.1 m/z with intensity 1458; TIC = 10685	9.26	1458	10685
SpectrumIndex 1097 at 9.27 minutes; base peak 954.4 m/z with intensity 1458; TIC = 8449	9.27	1458	8449
SpectrumIndex 1098 at 9.27 minutes; base peak 957.8 m/z with intensity 1456; TIC = 11555	9.27	1456	11555
SpectrumIndex 1099 at 9.27 minutes; base peak 951.9 m/z with intensity 1196; TIC = 9233	9.27	1196	9233
SpectrumIndex 1100 at 9.27 minutes; base peak 955.15 m/z with intensity 896; TIC = 6373	9.27	896	6373
SpectrumIndex 1101 at 9.28 minutes; base peak 952.7 m/z with intensity 1418; TIC = 8391	9.28	1418	8391
SpectrumIndex 1102 at 9.28 minutes; base peak 957.85 m/z with intensity 1140; TIC = 8579	9.28	1140	8579
SpectrumIndex 1103 at 9.28 minutes; base peak 953.75 m/z with intensity 1418; TIC = 7257	9.28	1418	7257
SpectrumIndex 1104 at 9.29 minutes; base peak 957.25 m/z with intensity 896; TIC = 6355	9.29	896	6355
SpectrumIndex 1105 at 9.29 minutes; base peak 958.35 m/z with intensity 1496; TIC = 8935	9.29	1496	8935
SpectrumIndex 1106 at 9.29 minutes; base peak 957.75 m/z with intensity 1496; TIC = 8667	9.29	1496	8667
SpectrumIndex 1107 at 9.29 minutes; base peak 962.05 m/z with intensity 1496; TIC = 9875	9.29	1496	9875
SpectrumIndex 1108 at 9.30 minutes; base peak 954.95 m/z with intensity 1498; TIC = 11237	9.30	1498	11237
SpectrumIndex 1109 at 9.30 minutes; base peak 958.2 m/z with intensity 1498; TIC = 9317	9.30	1498	9317
SpectrumIndex 1110 at 9.30 minutes; base peak 958.15 m/z with intensity 1500; TIC = 10471	9.30	1500	10471
SpectrumIndex 1111 at 9.31 minutes; base peak 953.2 m/z with intensity 1662; TIC = 11353	9.31	1662	11353
SpectrumIndex 1112 at 9.31 minutes; base peak 946.85 m/z with intensity 1500; TIC = 8715	9.31	1500	8715
SpectrumIndex 1113 at 9.31 minutes; base peak 953.95 m/z with intensity 1500; TIC = 12357	9.31	1500	12357
SpectrumIndex 1114 at 9.31 minutes; base peak 957.7 m/z with intensity 1498; TIC = 9009	9.31	1498	9009
SpectrumIndex 1115 at 9.32 minutes; base peak 951.55 m/z with intensity 1498; TIC = 10757	9.32	1498	10757
SpectrumIndex 1116 at 9.32 minutes; base peak 952.15 m/z with intensity 1498; TIC = 9373	9.32	1498	9373
SpectrumIndex 1117 at 9.32 minutes; base peak 956.75 m/z with intensity 1500; TIC = 8167	9.32	1500	8167
SpectrumIndex 1118 at 9.33 minutes; base peak 956.05 m/z with intensity 1498; TIC = 11613	9.33	1498	11613
SpectrumIndex 1119 at 9.33 minutes; base peak 951.4 m/z with intensity 1498; TIC = 10773	9.33	1498	10773
SpectrumIndex 1120 at 9.33 minutes; base peak 957.75 m/z with intensity 1498; TIC = 8503	9.33	1498	8503
SpectrumIndex 1121 at 9.33 minutes; base peak 960.75 m/z with intensity 1498; TIC = 8815	9.33	1498	8815
SpectrumIndex 1122 at 9.34 minutes; base peak 955.5 m/z with intensity 1498; TIC = 9355	9.34	1498	9355
SpectrumIndex 1123 at 9.34 minutes; base peak 957.4 m/z with intensity 1500; TIC = 7255	9.34	1500	7255
SpectrumIndex 1124 at 9.34 minutes; base peak 955.85 m/z with intensity 1456; TIC = 6435	9.34	1456	6435
SpectrumIndex 1125 at 9.35 minutes; base peak 959.3 m/z with intensity 1500; TIC = 7895	9.35	1500	7895
SpectrumIndex 1126 at 9.35 minutes; base peak 954.05 m/z with intensity 1498; TIC = 11181	9.35	1498	11181
SpectrumIndex 1127 at 9.35 minutes; base peak 958.15 m/z with intensity 1498; TIC = 9073	9.35	1498	9073
SpectrumIndex 1128 at 9.36 minutes; base peak 955.4 m/z with intensity 1778; TIC = 10367	9.36	1778	10367
SpectrumIndex 1129 at 9.36 minutes; base peak 952.75 m/z with intensity 898; TIC = 6895	9.36	898	6895
SpectrumIndex 1130 at 9.36 minutes; base peak 951.1 m/z with intensity 1138; TIC = 7805	9.36	1138	7805
SpectrumIndex 1131 at 9.36 minutes; base peak 963.85 m/z with intensity 1458; TIC = 7791	9.36	1458	7791
SpectrumIndex 1132 at 9.37 minutes; base peak 954.6 m/z with intensity 1180; TIC = 7535	9.37	1180	7535
SpectrumIndex 1133 at 9.37 minutes; base peak 953.4 m/z with intensity 898; TIC = 5541	9.37	898	5541
SpectrumIndex 1134 at 9.37 minutes; base peak 956.15 m/z with intensity 898; TIC = 5541	9.37	898	5541
SpectrumIndex 1135 at 9.38 minutes; base peak 955.6 m/z with intensity 900; TIC = 6355	9.38	900	6355
SpectrumIndex 1136 at 9.38 minutes; base peak 956.15 m/z with intensity 1176; TIC = 6977	9.38	1176	6977
SpectrumIndex 1137 at 9.38 minutes; base peak 957.1 m/z with intensity 896; TIC = 6373	9.38	896	6373
SpectrumIndex 1138 at 9.38 minutes; base peak 956.95 m/z with intensity 898; TIC = 6381	9.38	898	6381
SpectrumIndex 1139 at 9.39 minutes; base peak 959.7 m/z with intensity 1418; TIC = 7253	9.39	1418	7253
SpectrumIndex 1140 at 9.39 minutes; base peak 956.85 m/z with intensity 1418; TIC = 8071	9.39	1418	8071
SpectrumIndex 1141 at 9.39 minutes; base peak 955.3 m/z with intensity 898; TIC = 6893	9.39	898	6893
SpectrumIndex 1142 at 9.40 minutes; base peak 960.8 m/z with intensity 1098; TIC = 6437	9.40	1098	6437
SpectrumIndex 1143 at 9.40 minutes; base peak 960 m/z with intensity 1138; TIC = 9187	9.40	1138	9187
SpectrumIndex 1144 at 9.40 minutes; base peak 962.65 m/z with intensity 1140; TIC = 6437	9.40	1140	6437
SpectrumIndex 1145 at 9.40 minutes; base peak 958.5 m/z with intensity 1140; TIC = 8349	9.40	1140	8349
SpectrumIndex 1146 at 9.41 minutes; base peak 956.9 m/z with intensity 1158; TIC = 10867	9.41	1158	10867
SpectrumIndex 1147 at 9.41 minutes; base peak 953.65 m/z with intensity 1098; TIC = 6981	9.41	1098	6981
SpectrumIndex 1148 at 9.41 minutes; base peak 952.8 m/z with intensity 1098; TIC = 7255	9.41	1098	7255
SpectrumIndex 1149 at 9.42 minutes; base peak 956.75 m/z with intensity 1136; TIC = 7813	9.42	1136	7813
SpectrumIndex 1150 at 9.42 minutes; base peak 951.8 m/z with intensity 1138; TIC = 8353	9.42	1138	8353
SpectrumIndex 1151 at 9.42 minutes; base peak 961.05 m/z with intensity 1096; TIC = 6437	9.42	1096	6437
SpectrumIndex 1152 at 9.42 minutes; base peak 956.05 m/z with intensity 1138; TIC = 9673	9.42	1138	9673
SpectrumIndex 1153 at 9.43 minutes; base peak 955.25 m/z with intensity 1442; TIC = 8073	9.43	1442	8073
SpectrumIndex 1154 at 9.43 minutes; base peak 959.6 m/z with intensity 1138; TIC = 7529	9.43	1138	7529
SpectrumIndex 1155 at 9.43 minutes; base peak 955.3 m/z with intensity 1098; TIC = 8599	9.43	1098	8599
SpectrumIndex 1156 at 9.44 minutes; base peak 953.55 m/z with intensity 898; TIC = 7191	9.44	898	7191
SpectrumIndex 1157 at 9.44 minutes; base peak 955.8 m/z with intensity 898; TIC = 6071	9.44	898	6071
SpectrumIndex 1158 at 9.44 minutes; base peak 958.75 m/z with intensity 1096; TIC = 8091	9.44	1096	8091
SpectrumIndex 1159 at 9.44 minutes; base peak 959.7 m/z with intensity 898; TIC = 6377	9.44	898	6377
SpectrumIndex 1160 at 9.45 minutes; base peak 955.2 m/z with intensity 1100; TIC = 6435	9.45	1100	6435
SpectrumIndex 1161 at 9.45 minutes; base peak 952.4 m/z with intensity 1096; TIC = 6977	9.45	1096	6977
SpectrumIndex 1162 at 9.45 minutes; base peak 953.4 m/z with intensity 1138; TIC = 7531	9.45	1138	7531
SpectrumIndex 1163 at 9.46 minutes; base peak 951.7 m/z with intensity 1096; TIC = 6975	9.46	1096	6975
SpectrumIndex 1164 at 9.46 minutes; base peak 956.95 m/z with intensity 900; TIC = 5537	9.46	900	5537
SpectrumIndex 1165 at 9.46 minutes; base peak 953.4 m/z with intensity 1140; TIC = 8335	9.46	1140	8335
SpectrumIndex 1166 at 9.47 minutes; base peak 951.95 m/z with intensity 1138; TIC = 8893	9.47	1138	8893
SpectrumIndex 1167 at 9.47 minutes; base peak 959.05 m/z with intensity 1458; TIC = 6437	9.47	1458	6437
SpectrumIndex 1168 at 9.47 minutes; base peak 950.95 m/z with intensity 1136; TIC = 6439	9.47	1136	6439
SpectrumIndex 1169 at 9.47 minutes; base peak 952.5 m/z with intensity 898; TIC = 7191	9.47	898	7191
SpectrumIndex 1170 at 9.48 minutes; base peak 952.3 m/z with intensity 896; TIC = 6081	9.48	896	6081
SpectrumIndex 1171 at 9.48 minutes; base peak 959.6 m/z with intensity 1140; TIC = 7213	9.48	1140	7213
SpectrumIndex 1172 at 9.48 minutes; base peak 950.7 m/z with intensity 900; TIC = 4681	9.48	900	4681
SpectrumIndex 1173 at 9.49 minutes; base peak 955.6 m/z with intensity 1098; TIC = 6985	9.49	1098	6985
SpectrumIndex 1174 at 9.49 minutes; base peak 961.55 m/z with intensity 898; TIC = 6895	9.49	898	6895
SpectrumIndex 1175 at 9.49 minutes; base peak 957.3 m/z with intensity 898; TIC = 5537	9.49	898	5537
SpectrumIndex 1176 at 9.49 minutes; base peak 951.2 m/z with intensity 898; TIC = 6079	9.49	898	6079
SpectrumIndex 1177 at 9.50 minutes; base peak 954.95 m/z with intensity 1380; TIC = 8893	9.50	1380	8893
SpectrumIndex 1178 at 9.50 minutes; base peak 949.85 m/z with intensity 1178; TIC = 7555	9.50	1178	7555
SpectrumIndex 1179 at 9.50 minutes; base peak 957.6 m/z with intensity 1180; TIC = 8851	9.50	1180	8851
SpectrumIndex 1180 at 9.51 minutes; base peak 953.05 m/z with intensity 1180; TIC = 7255	9.51	1180	7255
SpectrumIndex 1181 at 9.51 minutes; base peak 948.25 m/z with intensity 900; TIC = 5539	9.51	900	5539
SpectrumIndex 1182 at 9.51 minutes; base peak 956.55 m/z with intensity 1378; TIC = 8125	9.51	1378	8125
SpectrumIndex 1183 at 9.51 minutes; base peak 954.35 m/z with intensity 1180; TIC = 7259	9.51	1180	7259
SpectrumIndex 1184 at 9.52 minutes; base peak 958.75 m/z with intensity 1140; TIC = 8353	9.52	1140	8353
SpectrumIndex 1185 at 9.52 minutes; base peak 958 m/z with intensity 898; TIC = 5535	9.52	898	5535
SpectrumIndex 1186 at 9.52 minutes; base peak 955.55 m/z with intensity 1138; TIC = 9735	9.52	1138	9735
SpectrumIndex 1187 at 9.53 minutes; base peak 951.9 m/z with intensity 898; TIC = 5541	9.53	898	5541
SpectrumIndex 1188 at 9.53 minutes; base peak 958.15 m/z with intensity 1140; TIC = 7217	9.53	1140	7217
SpectrumIndex 1189 at 9.53 minutes; base peak 952.7 m/z with intensity 1176; TIC = 8671	9.53	1176	8671
SpectrumIndex 1190 at 9.53 minutes; base peak 955.8 m/z with intensity 1140; TIC = 7529	9.53	1140	7529
SpectrumIndex 1191 at 9.54 minutes; base peak 953.25 m/z with intensity 1140; TIC = 6431	9.54	1140	6431
SpectrumIndex 1192 at 9.54 minutes; base peak 953.45 m/z with intensity 1138; TIC = 6439	9.54	1138	6439
SpectrumIndex 1193 at 9.54 minutes; base peak 953.1 m/z with intensity 1138; TIC = 7255	9.54	1138	7255
SpectrumIndex 1194 at 9.55 minutes; base peak 956.35 m/z with intensity 900; TIC = 5539	9.55	900	5539
SpectrumIndex 1195 at 9.55 minutes; base peak 958.9 m/z with intensity 1138; TIC = 8075	9.55	1138	8075
SpectrumIndex 1196 at 9.55 minutes; base peak 963.75 m/z with intensity 1138; TIC = 7255	9.55	1138	7255
SpectrumIndex 1197 at 9.55 minutes; base peak 958.7 m/z with intensity 898; TIC = 6373	9.55	898	6373
SpectrumIndex 1198 at 9.56 minutes; base peak 953.85 m/z with intensity 900; TIC = 6073	9.56	900	6073
SpectrumIndex 1199 at 9.56 minutes; base peak 961.6 m/z with intensity 1140; TIC = 6971	9.56	1140	6971
SpectrumIndex 1200 at 9.56 minutes; base peak 960.05 m/z with intensity 898; TIC = 6915	9.56	898	6915
SpectrumIndex 1201 at 9.57 minutes; base peak 951.45 m/z with intensity 900; TIC = 6899	9.57	900	6899
SpectrumIndex 1202 at 9.57 minutes; base peak 953.8 m/z with intensity 896; TIC = 5539	9.57	896	5539
SpectrumIndex 1203 at 9.57 minutes; base peak 954.85 m/z with intensity 898; TIC = 6355	9.57	898	6355
SpectrumIndex 1204 at 9.58 minutes; base peak 959.7 m/z with intensity 898; TIC = 6353	9.58	898	6353
SpectrumIndex 1205 at 9.58 minutes; base peak 963.75 m/z with intensity 1096; TIC = 6439	9.58	1096	6439
SpectrumIndex 1206 at 9.58 minutes; base peak 958.6 m/z with intensity 894; TIC = 6083	9.58	894	6083
SpectrumIndex 1207 at 9.58 minutes; base peak 956.95 m/z with intensity 1098; TIC = 6437	9.58	1098	6437
SpectrumIndex 1208 at 9.59 minutes; base peak 956.8 m/z with intensity 1138; TIC = 6439	9.59	1138	6439
SpectrumIndex 1209 at 9.59 minutes; base peak 952.35 m/z with intensity 1098; TIC = 6981	9.59	1098	6981
SpectrumIndex 1210 at 9.59 minutes; base peak 952.05 m/z with intensity 900; TIC = 6895	9.59	900	6895
SpectrumIndex 1211 at 9.60 minutes; base peak 957.2 m/z with intensity 1160; TIC = 6433	9.60	1160	6433
SpectrumIndex 1212 at 9.60 minutes; base peak 955.4 m/z with intensity 1420; TIC = 8395	9.60	1420	8395
SpectrumIndex 1213 at 9.60 minutes; base peak 957.85 m/z with intensity 1138; TIC = 7801	9.60	1138	7801
SpectrumIndex 1214 at 9.60 minutes; base peak 965.75 m/z with intensity 1376; TIC = 11647	9.60	1376	11647
SpectrumIndex 1215 at 9.61 minutes; base peak 954.15 m/z with intensity 1458; TIC = 7573	9.61	1458	7573
SpectrumIndex 1216 at 9.61 minutes; base peak 951.15 m/z with intensity 1958; TIC = 13069	9.61	1958	13069
SpectrumIndex 1217 at 9.61 minutes; base peak 951.85 m/z with intensity 1956; TIC = 12365	9.61	1956	12365
SpectrumIndex 1218 at 9.62 minutes; base peak 957.4 m/z with intensity 1958; TIC = 10553	9.62	1958	10553
SpectrumIndex 1219 at 9.62 minutes; base peak 958.85 m/z with intensity 1418; TIC = 11109	9.62	1418	11109
SpectrumIndex 1220 at 9.62 minutes; base peak 957.55 m/z with intensity 1958; TIC = 14797	9.62	1958	14797
SpectrumIndex 1221 at 9.62 minutes; base peak 950.35 m/z with intensity 1956; TIC = 18097	9.62	1956	18097
SpectrumIndex 1222 at 9.63 minutes; base peak 956.8 m/z with intensity 1958; TIC = 15389	9.63	1958	15389
SpectrumIndex 1223 at 9.63 minutes; base peak 961.2 m/z with intensity 1960; TIC = 13413	9.63	1960	13413
SpectrumIndex 1224 at 9.63 minutes; base peak 955.75 m/z with intensity 1956; TIC = 12607	9.63	1956	12607
SpectrumIndex 1225 at 9.64 minutes; base peak 958.3 m/z with intensity 1960; TIC = 10861	9.64	1960	10861
SpectrumIndex 1226 at 9.64 minutes; base peak 950.9 m/z with intensity 1496; TIC = 7213	9.64	1496	7213
SpectrumIndex 1227 at 9.64 minutes; base peak 956.75 m/z with intensity 1938; TIC = 8395	9.64	1938	8395
SpectrumIndex 1228 at 9.64 minutes; base peak 951.45 m/z with intensity 1140; TIC = 7797	9.64	1140	7797
SpectrumIndex 1229 at 9.65 minutes; base peak 955.4 m/z with intensity 1498; TIC = 9771	9.65	1498	9771
SpectrumIndex 1230 at 9.65 minutes; base peak 957.85 m/z with intensity 898; TIC = 6355	9.65	898	6355
SpectrumIndex 1231 at 9.65 minutes; base peak 955.7 m/z with intensity 898; TIC = 5537	9.65	898	5537
SpectrumIndex 1232 at 9.66 minutes; base peak 949.45 m/z with intensity 1098; TIC = 7277	9.66	1098	7277
SpectrumIndex 1233 at 9.66 minutes; base peak 953.6 m/z with intensity 896; TIC = 6371	9.66	896	6371
SpectrumIndex 1234 at 9.66 minutes; base peak 959.6 m/z with intensity 1138; TIC = 6435	9.66	1138	6435
SpectrumIndex 1235 at 9.66 minutes; base peak 949.35 m/z with intensity 898; TIC = 6081	9.66	898	6081
SpectrumIndex 1236 at 9.67 minutes; base peak 956.85 m/z with intensity 898; TIC = 6079	9.67	898	6079
SpectrumIndex 1237 at 9.67 minutes; base peak 958.15 m/z with intensity 1138; TIC = 7753	9.67	1138	7753
SpectrumIndex 1238 at 9.67 minutes; base peak 950.8 m/z with intensity 1138; TIC = 7251	9.67	1138	7251
SpectrumIndex 1239 at 9.68 minutes; base peak 958.25 m/z with intensity 898; TIC = 6083	9.68	898	6083
SpectrumIndex 1240 at 9.68 minutes; base peak 957.35 m/z with intensity 1456; TIC = 7255	9.68	1456	7255
SpectrumIndex 1241 at 9.68 minutes; base peak 948 m/z with intensity 898; TIC = 7139	9.68	898	7139
SpectrumIndex 1242 at 9.69 minutes; base peak 954.65 m/z with intensity 898; TIC = 6895	9.69	898	6895
SpectrumIndex 1243 at 9.69 minutes; base peak 954.35 m/z with intensity 1498; TIC = 7789	9.69	1498	7789
SpectrumIndex 1244 at 9.69 minutes; base peak 954.95 m/z with intensity 898; TIC = 6357	9.69	898	6357
SpectrumIndex 1245 at 9.69 minutes; base peak 957.2 m/z with intensity 1138; TIC = 7249	9.69	1138	7249
SpectrumIndex 1246 at 9.70 minutes; base peak 960.55 m/z with intensity 1496; TIC = 10867	9.70	1496	10867
