3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 4402 at 33.88 minutes; base peak 207 m/z with intensity 910336; TIC = 2840816	33.88	910336	2840816	48509
SpectrumIndex 4403 at 33.89 minutes; base peak 207 m/z with intensity 2073; TIC = 1644664	33.89	2073	1644664	49121
SpectrumIndex 4404 at 33.89 minutes; base peak 207 m/z with intensity 123328; TIC = 840590	33.89	123328	840590	47163
SpectrumIndex 4405 at 33.90 minutes; base peak 207 m/z with intensity 2082; TIC = 619226	33.90	2082	619226	48464
SpectrumIndex 4406 at 33.90 minutes; base peak 207 m/z with intensity 14888; TIC = 1159119	33.90	14888	1159119	47874
SpectrumIndex 4407 at 33.91 minutes; base peak 207 m/z with intensity 1028096; TIC = 1504658	33.91	1028096	1504658	46424
SpectrumIndex 4408 at 33.92 minutes; base peak 207 m/z with intensity 15040; TIC = 663817	33.92	15040	663817	48932
SpectrumIndex 4409 at 33.92 minutes; base peak 207 m/z with intensity 1027584; TIC = 1846632	33.92	1027584	1846632	48957
SpectrumIndex 4410 at 33.93 minutes; base peak 207 m/z with intensity 124160; TIC = 962752	33.93	124160	962752	47609
SpectrumIndex 4411 at 33.94 minutes; base peak 207 m/z with intensity 123712; TIC = 958044	33.94	123712	958044	47659
SpectrumIndex 4412 at 33.94 minutes; base peak 207 m/z with intensity 1028608; TIC = 2455700	33.94	1028608	2455700	45126
SpectrumIndex 4413 at 33.95 minutes; base peak 207 m/z with intensity 14896; TIC = 731436	33.95	14896	731436	46910
SpectrumIndex 4414 at 33.95 minutes; base peak 207 m/z with intensity 123264; TIC = 366025	33.95	123264	366025	49069
SpectrumIndex 4415 at 33.96 minutes; base peak 207 m/z with intensity 2071; TIC = 1029730	33.96	2071	1029730	48385
SpectrumIndex 4416 at 33.97 minutes; base peak 207 m/z with intensity 124096; TIC = 868458	33.97	124096	868458	46865
SpectrumIndex 4417 at 33.97 minutes; base peak 207 m/z with intensity 2058; TIC = 1359423	33.97	2058	1359423	49643
SpectrumIndex 4418 at 33.98 minutes; base peak 207 m/z with intensity 16936; TIC = 1701842	33.98	16936	1701842	47481
SpectrumIndex 4419 at 33.99 minutes; base peak 207 m/z with intensity 1021952; TIC = 1567577	33.99	1021952	1567577	48061
SpectrumIndex 4420 at 33.99 minutes; base peak 207 m/z with intensity 123136; TIC = 1572229	33.99	123136	1572229	48409
SpectrumIndex 4421 at 34.00 minutes; base peak 207 m/z with intensity 124480; TIC = 1405825	34.00	124480	1405825	47280
SpectrumIndex 4422 at 34.00 minutes; base peak 207 m/z with intensity 1844; TIC = 1603968	34.00	1844	1603968	47668
SpectrumIndex 4423 at 34.01 minutes; base peak 207 m/z with intensity 1841; TIC = 2081957	34.01	1841	2081957	49775
SpectrumIndex 4424 at 34.02 minutes; base peak 207 m/z with intensity 123328; TIC = 669912	34.02	123328	669912	47489
SpectrumIndex 4425 at 34.02 minutes; base peak 207 m/z with intensity 1015808; TIC = 1477649	34.02	1015808	1477649	46395
SpectrumIndex 4426 at 34.03 minutes; base peak 207 m/z with intensity 126400; TIC = 962165	34.03	126400	962165	48201
SpectrumIndex 4427 at 34.04 minutes; base peak 207 m/z with intensity 126144; TIC = 889268	34.04	126144	889268	47683
SpectrumIndex 4428 at 34.04 minutes; base peak 207 m/z with intensity 1046016; TIC = 2089484	34.04	1046016	2089484	48302
SpectrumIndex 4429 at 34.05 minutes; base peak 207 m/z with intensity 124800; TIC = 1932349	34.05	124800	1932349	47461
SpectrumIndex 4430 at 34.05 minutes; base peak 207 m/z with intensity 2093; TIC = 1201133	34.05	2093	1201133	47856
SpectrumIndex 4431 at 34.06 minutes; base peak 207 m/z with intensity 125312; TIC = 1122026	34.06	125312	1122026	48386
SpectrumIndex 4432 at 34.07 minutes; base peak 207 m/z with intensity 2048; TIC = 1035540	34.07	2048	1035540	49313
SpectrumIndex 4433 at 34.07 minutes; base peak 207 m/z with intensity 1024512; TIC = 2309787	34.07	1024512	2309787	46757
SpectrumIndex 4434 at 34.08 minutes; base peak 207 m/z with intensity 15080; TIC = 1150725	34.08	15080	1150725	46327
SpectrumIndex 4435 at 34.09 minutes; base peak 207 m/z with intensity 1027584; TIC = 1825624	34.09	1027584	1825624	46525
SpectrumIndex 4436 at 34.09 minutes; base peak 207 m/z with intensity 1030144; TIC = 1950854	34.09	1030144	1950854	48210
SpectrumIndex 4437 at 34.10 minutes; base peak 207 m/z with intensity 2084; TIC = 1490853	34.10	2084	1490853	47044
SpectrumIndex 4438 at 34.10 minutes; base peak 207 m/z with intensity 1037824; TIC = 2023191	34.10	1037824	2023191	48224
SpectrumIndex 4439 at 34.11 minutes; base peak 207 m/z with intensity 15288; TIC = 1109377	34.11	15288	1109377	44837
SpectrumIndex 4440 at 34.12 minutes; base peak 207 m/z with intensity 2053; TIC = 1374288	34.12	2053	1374288	45892
SpectrumIndex 4441 at 34.12 minutes; base peak 207 m/z with intensity 123520; TIC = 1211117	34.12	123520	1211117	47488
SpectrumIndex 4442 at 34.13 minutes; base peak 207 m/z with intensity 1022464; TIC = 1972150	34.13	1022464	1972150	45312
SpectrumIndex 4443 at 34.14 minutes; base peak 207 m/z with intensity 126848; TIC = 945821	34.14	126848	945821	47392
SpectrumIndex 4444 at 34.14 minutes; base peak 207 m/z with intensity 1835; TIC = 885422	34.14	1835	885422	46178
SpectrumIndex 4445 at 34.15 minutes; base peak 207 m/z with intensity 1849; TIC = 376685	34.15	1849	376685	44338
SpectrumIndex 4446 at 34.15 minutes; base peak 207 m/z with intensity 14888; TIC = 1628375	34.15	14888	1628375	46044
SpectrumIndex 4447 at 34.16 minutes; base peak 207 m/z with intensity 906752; TIC = 2058209	34.16	906752	2058209	47051
SpectrumIndex 4448 at 34.17 minutes; base peak 207 m/z with intensity 14944; TIC = 612474	34.17	14944	612474	45740
SpectrumIndex 4449 at 34.17 minutes; base peak 207 m/z with intensity 139840; TIC = 854781	34.17	139840	854781	48195
SpectrumIndex 4450 at 34.18 minutes; base peak 207 m/z with intensity 126080; TIC = 764306	34.18	126080	764306	49354
SpectrumIndex 4451 at 34.19 minutes; base peak 207 m/z with intensity 1024000; TIC = 2425952	34.19	1024000	2425952	46907
SpectrumIndex 4452 at 34.19 minutes; base peak 207 m/z with intensity 1042432; TIC = 2010783	34.19	1042432	2010783	46468
SpectrumIndex 4453 at 34.20 minutes; base peak 207 m/z with intensity 900608; TIC = 1951696	34.20	900608	1951696	46392
SpectrumIndex 4454 at 34.20 minutes; base peak 207 m/z with intensity 143168; TIC = 804995	34.20	143168	804995	48379
SpectrumIndex 4455 at 34.21 minutes; base peak 207 m/z with intensity 1040384; TIC = 1790065	34.21	1040384	1790065	46219
SpectrumIndex 4456 at 34.22 minutes; base peak 207 m/z with intensity 15312; TIC = 964041	34.22	15312	964041	47053
SpectrumIndex 4457 at 34.22 minutes; base peak 207 m/z with intensity 14912; TIC = 1479275	34.22	14912	1479275	46774
SpectrumIndex 4458 at 34.23 minutes; base peak 207 m/z with intensity 14880; TIC = 1798269	34.23	14880	1798269	44938
SpectrumIndex 4459 at 34.24 minutes; base peak 207 m/z with intensity 123776; TIC = 967067	34.24	123776	967067	47339
SpectrumIndex 4460 at 34.24 minutes; base peak 207 m/z with intensity 1161216; TIC = 1643826	34.24	1161216	1643826	46772
SpectrumIndex 4461 at 34.25 minutes; base peak 207 m/z with intensity 122944; TIC = 549360	34.25	122944	549360	44407
SpectrumIndex 4462 at 34.25 minutes; base peak 207 m/z with intensity 125248; TIC = 1005166	34.25	125248	1005166	45535
SpectrumIndex 4463 at 34.26 minutes; base peak 207 m/z with intensity 139328; TIC = 767453	34.26	139328	767453	46320
SpectrumIndex 4464 at 34.27 minutes; base peak 207 m/z with intensity 15024; TIC = 1096733	34.27	15024	1096733	46314
SpectrumIndex 4465 at 34.27 minutes; base peak 207 m/z with intensity 1808; TIC = 1459749	34.27	1808	1459749	45568
SpectrumIndex 4466 at 34.28 minutes; base peak 207 m/z with intensity 15304; TIC = 1343520	34.28	15304	1343520	43631
SpectrumIndex 4467 at 34.29 minutes; base peak 207 m/z with intensity 15104; TIC = 1525171	34.29	15104	1525171	45051
SpectrumIndex 4468 at 34.29 minutes; base peak 207 m/z with intensity 2048; TIC = 564670	34.29	2048	564670	45014
SpectrumIndex 4469 at 34.30 minutes; base peak 207 m/z with intensity 15336; TIC = 242147	34.30	15336	242147	45816
SpectrumIndex 4470 at 34.30 minutes; base peak 207 m/z with intensity 139904; TIC = 1118775	34.30	139904	1118775	47513
SpectrumIndex 4471 at 34.31 minutes; base peak 207 m/z with intensity 1040896; TIC = 1960213	34.31	1040896	1960213	45661
SpectrumIndex 4472 at 34.32 minutes; base peak 207 m/z with intensity 2105; TIC = 752534	34.32	2105	752534	46301
SpectrumIndex 4473 at 34.32 minutes; base peak 207 m/z with intensity 124928; TIC = 917513	34.32	124928	917513	44286
SpectrumIndex 4474 at 34.33 minutes; base peak 207 m/z with intensity 15088; TIC = 690354	34.33	15088	690354	46944
SpectrumIndex 4475 at 34.34 minutes; base peak 207 m/z with intensity 2069; TIC = 1164685	34.34	2069	1164685	45374
SpectrumIndex 4476 at 34.34 minutes; base peak 207 m/z with intensity 1033728; TIC = 1548597	34.34	1033728	1548597	47591
SpectrumIndex 4477 at 34.35 minutes; base peak 207 m/z with intensity 123328; TIC = 879245	34.35	123328	879245	46121
SpectrumIndex 4478 at 34.35 minutes; base peak 207 m/z with intensity 16992; TIC = 483725	34.35	16992	483725	45590
SpectrumIndex 4479 at 34.36 minutes; base peak 207 m/z with intensity 15288; TIC = 1755511	34.36	15288	1755511	46167
SpectrumIndex 4480 at 34.37 minutes; base peak 207 m/z with intensity 125632; TIC = 1132038	34.37	125632	1132038	46697
SpectrumIndex 4481 at 34.37 minutes; base peak 207 m/z with intensity 1822; TIC = 721705	34.37	1822	721705	43777
SpectrumIndex 4482 at 34.38 minutes; base peak 207 m/z with intensity 126784; TIC = 738741	34.38	126784	738741	48657
SpectrumIndex 4483 at 34.39 minutes; base peak 207 m/z with intensity 1835; TIC = 1504438	34.39	1835	1504438	44568
SpectrumIndex 4484 at 34.39 minutes; base peak 207 m/z with intensity 14936; TIC = 875791	34.39	14936	875791	45666
SpectrumIndex 4485 at 34.40 minutes; base peak 207 m/z with intensity 15096; TIC = 911632	34.40	15096	911632	45297
SpectrumIndex 4486 at 34.40 minutes; base peak 207 m/z with intensity 17296; TIC = 881244	34.40	17296	881244	45819
SpectrumIndex 4487 at 34.41 minutes; base peak 207 m/z with intensity 1018880; TIC = 2122431	34.41	1018880	2122431	44861
SpectrumIndex 4488 at 34.42 minutes; base peak 75 m/z with intensity 1595; TIC = 621633	34.42	1595	621633	45200
SpectrumIndex 4489 at 34.42 minutes; base peak 207 m/z with intensity 15024; TIC = 512684	34.42	15024	512684	47879
SpectrumIndex 4490 at 34.43 minutes; base peak 207 m/z with intensity 2072; TIC = 712270	34.43	2072	712270	46430
SpectrumIndex 4491 at 34.44 minutes; base peak 207 m/z with intensity 15160; TIC = 1760934	34.44	15160	1760934	45480
SpectrumIndex 4492 at 34.44 minutes; base peak 207 m/z with intensity 14960; TIC = 937894	34.44	14960	937894	46567
SpectrumIndex 4493 at 34.45 minutes; base peak 207 m/z with intensity 16976; TIC = 909474	34.45	16976	909474	46258
SpectrumIndex 4494 at 34.45 minutes; base peak 207 m/z with intensity 122944; TIC = 1092911	34.45	122944	1092911	46530
SpectrumIndex 4495 at 34.46 minutes; base peak 207 m/z with intensity 1032192; TIC = 2611343	34.46	1032192	2611343	45844
SpectrumIndex 4496 at 34.47 minutes; base peak 207 m/z with intensity 15288; TIC = 507774	34.47	15288	507774	44173
SpectrumIndex 4497 at 34.47 minutes; base peak 207 m/z with intensity 1030144; TIC = 1550980	34.47	1030144	1550980	44528
SpectrumIndex 4498 at 34.48 minutes; base peak 207 m/z with intensity 124544; TIC = 891539	34.48	124544	891539	45262
SpectrumIndex 4499 at 34.49 minutes; base peak 207 m/z with intensity 887296; TIC = 1889470	34.49	887296	1889470	44798
SpectrumIndex 4500 at 34.49 minutes; base peak 207 m/z with intensity 14912; TIC = 694055	34.49	14912	694055	45089
SpectrumIndex 4501 at 34.50 minutes; base peak 207 m/z with intensity 2089; TIC = 675744	34.50	2089	675744	47667
SpectrumIndex 4502 at 34.50 minutes; base peak 207 m/z with intensity 123008; TIC = 1099100	34.50	123008	1099100	45809
SpectrumIndex 4503 at 34.51 minutes; base peak 207 m/z with intensity 16912; TIC = 323169	34.51	16912	323169	45603
SpectrumIndex 4504 at 34.52 minutes; base peak 207 m/z with intensity 2075; TIC = 1064867	34.52	2075	1064867	45084
SpectrumIndex 4505 at 34.52 minutes; base peak 207 m/z with intensity 1026560; TIC = 1818770	34.52	1026560	1818770	47074
SpectrumIndex 4506 at 34.53 minutes; base peak 207 m/z with intensity 15328; TIC = 619697	34.53	15328	619697	45622
SpectrumIndex 4507 at 34.54 minutes; base peak 207 m/z with intensity 2070; TIC = 488589	34.54	2070	488589	46869
SpectrumIndex 4508 at 34.54 minutes; base peak 207 m/z with intensity 1019392; TIC = 1538987	34.54	1019392	1538987	45799
SpectrumIndex 4509 at 34.55 minutes; base peak 207 m/z with intensity 1821; TIC = 1181084	34.55	1821	1181084	46174
SpectrumIndex 4510 at 34.55 minutes; base peak 207 m/z with intensity 2102; TIC = 878239	34.55	2102	878239	45515
SpectrumIndex 4511 at 34.56 minutes; base peak 207 m/z with intensity 1029632; TIC = 2477499	34.56	1029632	2477499	46318
SpectrumIndex 4512 at 34.57 minutes; base peak 207 m/z with intensity 123712; TIC = 2214794	34.57	123712	2214794	44251
SpectrumIndex 4513 at 34.57 minutes; base peak 207 m/z with intensity 126208; TIC = 864848	34.57	126208	864848	45450
SpectrumIndex 4514 at 34.58 minutes; base peak 207 m/z with intensity 909312; TIC = 1781798	34.58	909312	1781798	45405
SpectrumIndex 4515 at 34.59 minutes; base peak 207 m/z with intensity 123840; TIC = 1071520	34.59	123840	1071520	47238
SpectrumIndex 4516 at 34.59 minutes; base peak 207 m/z with intensity 1017856; TIC = 2508498	34.59	1017856	2508498	44715
SpectrumIndex 4517 at 34.60 minutes; base peak 207 m/z with intensity 2106; TIC = 1834656	34.60	2106	1834656	45433
SpectrumIndex 4518 at 34.60 minutes; base peak 207 m/z with intensity 124032; TIC = 1986832	34.60	124032	1986832	43305
SpectrumIndex 4519 at 34.61 minutes; base peak 207 m/z with intensity 123392; TIC = 725317	34.61	123392	725317	43557
SpectrumIndex 4520 at 34.62 minutes; base peak 207 m/z with intensity 2075; TIC = 1643182	34.62	2075	1643182	45929
SpectrumIndex 4521 at 34.62 minutes; base peak 207 m/z with intensity 15224; TIC = 758036	34.62	15224	758036	45261
SpectrumIndex 4522 at 34.63 minutes; base peak 207 m/z with intensity 126528; TIC = 1985180	34.63	126528	1985180	44406
SpectrumIndex 4523 at 34.64 minutes; base peak 207 m/z with intensity 1020416; TIC = 1663091	34.64	1020416	1663091	43352
SpectrumIndex 4524 at 34.64 minutes; base peak 207 m/z with intensity 125248; TIC = 1146646	34.64	125248	1146646	44764
SpectrumIndex 4525 at 34.65 minutes; base peak 207 m/z with intensity 2075; TIC = 786580	34.65	2075	786580	45275
SpectrumIndex 4526 at 34.65 minutes; base peak 207 m/z with intensity 125696; TIC = 1069965	34.65	125696	1069965	43878
SpectrumIndex 4527 at 34.66 minutes; base peak 207 m/z with intensity 125632; TIC = 1094248	34.66	125632	1094248	45741
SpectrumIndex 4528 at 34.67 minutes; base peak 207 m/z with intensity 126528; TIC = 916723	34.67	126528	916723	46429
SpectrumIndex 4529 at 34.67 minutes; base peak 207 m/z with intensity 1029632; TIC = 1821136	34.67	1029632	1821136	46375
SpectrumIndex 4530 at 34.68 minutes; base peak 207 m/z with intensity 15328; TIC = 499827	34.68	15328	499827	43821
SpectrumIndex 4531 at 34.69 minutes; base peak 207 m/z with intensity 123712; TIC = 1374050	34.69	123712	1374050	46577
SpectrumIndex 4532 at 34.69 minutes; base peak 207 m/z with intensity 15216; TIC = 753827	34.69	15216	753827	46575
SpectrumIndex 4533 at 34.70 minutes; base peak 207 m/z with intensity 1835; TIC = 703863	34.70	1835	703863	43767
SpectrumIndex 4534 at 34.70 minutes; base peak 207 m/z with intensity 1022976; TIC = 1908194	34.70	1022976	1908194	43780
SpectrumIndex 4535 at 34.71 minutes; base peak 207 m/z with intensity 2070; TIC = 1599016	34.71	2070	1599016	46827
SpectrumIndex 4536 at 34.72 minutes; base peak 207 m/z with intensity 1815; TIC = 560911	34.72	1815	560911	44500
SpectrumIndex 4537 at 34.72 minutes; base peak 207 m/z with intensity 15032; TIC = 606237	34.72	15032	606237	45935
SpectrumIndex 4538 at 34.73 minutes; base peak 207 m/z with intensity 123648; TIC = 1156625	34.73	123648	1156625	43878
SpectrumIndex 4539 at 34.74 minutes; base peak 207 m/z with intensity 15336; TIC = 999515	34.74	15336	999515	43022
SpectrumIndex 4540 at 34.74 minutes; base peak 207 m/z with intensity 1020416; TIC = 2388431	34.74	1020416	2388431	44557
SpectrumIndex 4541 at 34.75 minutes; base peak 207 m/z with intensity 14856; TIC = 1245539	34.75	14856	1245539	43321
SpectrumIndex 4542 at 34.75 minutes; base peak 207 m/z with intensity 15336; TIC = 1207658	34.75	15336	1207658	44663
SpectrumIndex 4543 at 34.76 minutes; base peak 207 m/z with intensity 124160; TIC = 1206130	34.76	124160	1206130	44287
SpectrumIndex 4544 at 34.77 minutes; base peak 207 m/z with intensity 15136; TIC = 376534	34.77	15136	376534	44640
SpectrumIndex 4545 at 34.77 minutes; base peak 207 m/z with intensity 1015808; TIC = 1589261	34.77	1015808	1589261	44038
SpectrumIndex 4546 at 34.78 minutes; base peak 207 m/z with intensity 898048; TIC = 1477494	34.78	898048	1477494	43787
SpectrumIndex 4547 at 34.79 minutes; base peak 207 m/z with intensity 14864; TIC = 1112207	34.79	14864	1112207	45109
SpectrumIndex 4548 at 34.79 minutes; base peak 207 m/z with intensity 1029632; TIC = 1550824	34.79	1029632	1550824	44812
SpectrumIndex 4549 at 34.80 minutes; base peak 207 m/z with intensity 903168; TIC = 1250290	34.80	903168	1250290	42446
SpectrumIndex 4550 at 34.80 minutes; base peak 207 m/z with intensity 126400; TIC = 1296293	34.80	126400	1296293	45304
SpectrumIndex 4551 at 34.81 minutes; base peak 207 m/z with intensity 2105; TIC = 696231	34.81	2105	696231	44398
SpectrumIndex 4552 at 34.82 minutes; base peak 207 m/z with intensity 1042944; TIC = 1870880	34.82	1042944	1870880	47813
SpectrumIndex 4553 at 34.82 minutes; base peak 207 m/z with intensity 1797; TIC = 841540	34.82	1797	841540	44501
SpectrumIndex 4554 at 34.83 minutes; base peak 207 m/z with intensity 139776; TIC = 742268	34.83	139776	742268	45174
SpectrumIndex 4555 at 34.84 minutes; base peak 207 m/z with intensity 1021952; TIC = 2060214	34.84	1021952	2060214	42936
SpectrumIndex 4556 at 34.84 minutes; base peak 207 m/z with intensity 1849; TIC = 1278063	34.84	1849	1278063	44259
SpectrumIndex 4557 at 34.85 minutes; base peak 207 m/z with intensity 2100; TIC = 1033650	34.85	2100	1033650	44145
